,[66] - VALLE DE ZONGO - TIQUIMANI,[25] - CORANI,[30] - ANGOSTURA,[28] - MISICUNI,[118] - SAN JACINTO,[65] - SISTEMA ZONGO,[69] - VALLE DE ZONGO - SANTA ROSA,[75] - CHOJLLA,[29] - MIGUILLA
2020-01-02 07:00:00,0.238566733,0.2208035619091739,0.173106125,0.47034377123855636,0.41457743802812524,0.2567348391427868,0.36442212,0.3342338624691944,0.27687224027928253
2020-01-02 08:00:00,0.238566733,0.22199142245391817,0.173106125,0.4705075318924469,0.4163086208967315,0.25691261684781674,0.36442212,0.3345439799095609,0.2797418328544227
2020-01-02 09:00:00,0.238566733,0.22317928299866244,0.173106125,0.47067129254633744,0.4180398037653378,0.2570903945528467,0.36442212,0.3348540973499275,0.28261142542956297
2020-01-02 10:00:00,0.238566733,0.2243671435434067,0.173106125,0.47083505320022795,0.419770986633944,0.2572681722578767,0.36442212,0.335164214790294,0.28548101800470316
2020-01-02 11:00:00,0.238566733,0.22555500408815096,0.173106125,0.47134826056349527,0.4215021695025503,0.2574459499629066,0.36442212,0.33547433223066053,0.2883506105798434
2020-01-02 12:00:00,0.238566733,0.2267428646328952,0.173106125,0.4718614679267626,0.4232333523711566,0.25762372766793656,0.36442212,0.3357844496710271,0.29122020315498365
2020-01-02 13:00:00,0.238566733,0.22793072517763946,0.173106125,0.47237467529002986,0.42496453523976285,0.25780150537296653,0.36442212,0.3360945671113936,0.29408979573012384
2020-01-02 14:00:00,0.238566733,0.22870425613815626,0.173106125,0.4728878826532972,0.42669571810836915,0.2579792830779965,0.36442212,0.3364046845517602,0.2969593883052641
2020-01-02 15:00:00,0.238566733,0.22989211668290052,0.173106125,0.4734010900165645,0.4284269009769754,0.25815706078302647,0.36442212,0.3367148019921267,0.29982898088040427
2020-01-02 16:00:00,0.238566733,0.23066564764341732,0.173106125,0.4739142973798318,0.4301580838455817,0.25833483848805644,0.36442212,0.33702491943249324,0.30186018885499283
2020-01-02 17:00:00,0.238566733,0.23143917860393415,0.173106125,0.47442750474309914,0.4318892667141879,0.2585126161930864,0.36442212,0.3373350368728598,0.3038913968295814
2020-01-02 18:00:00,0.238566733,0.23262703914867838,0.173106125,0.47459126539698965,0.43231071649459857,0.2586903938981164,0.36442212,0.33764515431322634,0.30592260480416994
2020-01-02 19:00:00,0.238566733,0.2334005701091952,0.173106125,0.47475502605088016,0.43278921795318387,0.2588681716031463,0.36442212,0.3379552717535929,0.3079538127787585
2020-01-02 20:00:00,0.238566733,0.234174101069712,0.173106125,0.4749187867047707,0.43326771941176917,0.25904594930817626,0.36442212,0.33826538919395943,0.3099850207533471
2020-01-02 21:00:00,0.238566733,0.2349476320302288,0.173106125,0.47508254735866123,0.4339810271832167,0.25922372701320623,0.36442212,0.338575506634326,0.31201622872793566
2020-01-02 22:00:00,0.238566733,0.23613549257497307,0.173106125,0.47524630801255174,0.43469433495466425,0.2594015047182362,0.36442212,0.3388856240746925,0.3140474367025242
2020-01-02 23:00:00,0.238566733,0.23732335311971733,0.173106125,0.47541006866644225,0.43540764272611177,0.25957928242326617,0.36442212,0.33919574151505905,0.3160786446771128
2020-01-03 00:00:00,0.238566733,0.23853092438130843,0.173106125,0.47562327965548135,0.4373021724082051,0.2597681712358723,0.36442212,0.3394911395452549,0.31809644334068576
2020-01-03 01:00:00,0.238566733,0.23973849564289954,0.173106125,0.4758364906445204,0.4391967020902985,0.2599570600484784,0.36442212,0.3397865375754507,0.32011424200425875
2020-01-03 02:00:00,0.238566733,0.24094606690449064,0.173106125,0.4760497016335594,0.44109123177239185,0.26014594886108455,0.36442212,0.3400819356056465,0.32213204066783174
2020-01-03 03:00:00,0.238566733,0.24215363816608174,0.173106125,0.4762629126225985,0.4429857614544852,0.2603348376736907,0.36442212,0.34037733363584227,0.32414983933140473
2020-01-03 04:00:00,0.238566733,0.24336120942767286,0.173106125,0.47647612361163755,0.44488029113657857,0.2605237264862968,0.36442212,0.34067273166603806,0.3261676379949778
