,1980,1985,1990,1995,2000,2005,2010,2015,Baseline,Observed
Jan,0.364052612,0.279668163,0.270157056,0.278868164,0.267223724,0.271934833,0.284290384,0.27913483,0.36773321,0.327224279
Jan,0.364597056,0.279879274,0.270279278,0.279012608,0.267312613,0.272045944,0.284479272,0.279312608,0.368446064,0.326522354
Jan,0.3651415,0.280090385,0.2704015,0.279157052,0.267401502,0.272157055,0.284668161,0.279490386,0.369158917,0.325858666
Jan,0.365685944,0.280301496,0.270523722,0.279301497,0.26749039,0.272268166,0.28485705,0.279668163,0.36987177,0.325247977
Jan,0.366230388,0.280512608,0.270645945,0.279445941,0.267579279,0.272379277,0.285045939,0.279845941,0.370584624,0.324705218
Jan,0.366774833,0.280723719,0.270768167,0.279590386,0.267668168,0.272490388,0.285234828,0.280023719,0.371297477,0.324245314
Jan,0.367319277,0.28093483,0.270890389,0.27973483,0.267757057,0.2726015,0.285423717,0.280201496,0.372010331,0.323883002
Jan,0.367863721,0.281145941,0.271012611,0.279879274,0.267845946,0.272712611,0.285612605,0.280379274,0.372723184,0.323632654
Jan,0.368408165,0.281357052,0.271134833,0.280023719,0.267934835,0.272823722,0.285801494,0.280557052,0.373436038,0.323508097
Jan,0.36895261,0.281568163,0.271257055,0.280168163,0.268023724,0.272934833,0.285990383,0.28073483,0.374148891,0.323522441
Jan,0.369497054,0.281779274,0.271379278,0.280312608,0.268112612,0.273045944,0.286179272,0.280912607,0.374861744,0.323687892
Jan,0.370041498,0.281990385,0.2715015,0.280457052,0.268201501,0.273157055,0.286368161,0.281090385,0.375574598,0.324015582
Jan,0.370585942,0.282201496,0.271623722,0.280601496,0.26829039,0.273268166,0.286557049,0.281268163,0.375887429,0.324515385
Jan,0.371130387,0.282412607,0.271745944,0.280745941,0.268379279,0.273379277,0.286745938,0.28144594,0.376600283,0.325195741
Jan,0.371674831,0.282623718,0.271868166,0.280890385,0.268468168,0.273490388,0.286934827,0.281623718,0.377313136,0.326063478
Jan,0.372219275,0.282834829,0.271990389,0.281034829,0.268557057,0.273601499,0.287123716,0.281801496,0.378025989,0.327123635
Jan,0.372763719,0.28304594,0.272112611,0.281179274,0.268645946,0.27371261,0.287312605,0.281979274,0.378738843,0.328379279
Jan,0.37327483,0.28324594,0.272234833,0.281334829,0.268734834,0.273834832,0.287501493,0.282157051,0.379451696,0.329831332
Jan,0.373785941,0.28344594,0.272357055,0.281490385,0.268823723,0.273957055,0.287690382,0.282334829,0.38016455,0.331478393
Jan,0.374297052,0.28364594,0.272479277,0.28164594,0.268912612,0.274079277,0.287879271,0.282512607,0.380877403,0.333316557
