,Zongo Tiquimani,Zongo Botijilaca,Zongo Central,Zongo Cuticucho,Zongo Santa Rosa,Zongo Sainami,Zongo Chururaqui,Zongo Harca,Zongo Cahua,Chepete,Bala,Cachuela Esperanza,Binacional Madera
17/08/1980,0.10,0.63,0.23,0.77,0.84,0.18,0.12,2.66,1.13,114.58,996.46,116.89,1521.05
18/08/1980,0.10,0.59,0.21,0.72,0.78,0.17,0.11,2.48,1.06,105.94,921.29,110.19,1414.64
19/08/1980,0.10,0.56,0.20,0.68,0.74,0.16,0.10,2.34,1.00,99.72,867.23,104.65,1321.03
20/08/1980,0.10,0.53,0.19,0.65,0.71,0.15,0.10,2.24,0.96,99.89,868.71,109.60,1293.36
21/08/1980,0.10,0.51,0.19,0.63,0.68,0.15,0.10,2.16,0.92,100.98,878.14,116.16,1281.40
22/08/1980,0.10,0.54,0.20,0.66,0.72,0.16,0.10,2.27,0.97,107.63,935.97,132.16,1326.98
23/08/1980,0.10,0.56,0.20,0.68,0.74,0.16,0.10,2.34,1.00,114.81,998.45,170.84,1502.13
24/08/1980,0.10,0.67,0.24,0.82,0.89,0.20,0.12,2.83,1.21,134.91,1173.18,181.87,1548.94
25/08/1980,0.10,0.89,0.32,1.08,1.18,0.26,0.16,3.74,1.60,179.80,1563.56,173.03,1551.56
26/08/1980,0.10,1.30,0.47,1.58,1.72,0.38,0.24,5.46,2.33,229.14,1992.68,174.79,1706.76
27/08/1980,0.10,1.32,0.48,1.61,1.75,0.38,0.24,5.56,2.38,217.76,1893.73,179.98,1883.54
28/08/1980,0.10,1.11,0.41,1.36,1.48,0.32,0.21,4.69,2.00,184.08,1600.84,169.03,1908.71
29/08/1980,0.10,0.98,0.36,1.20,1.30,0.28,0.18,4.12,1.76,162.26,1411.04,152.77,1779.41
30/08/1980,0.10,0.89,0.32,1.08,1.18,0.26,0.16,3.74,1.60,147.39,1281.76,140.90,1605.33
31/08/1980,0.10,0.82,0.30,1.00,1.09,0.24,0.15,3.44,1.47,136.88,1190.35,131.80,1474.99
01/09/1980,0.10,0.77,0.28,0.94,1.02,0.22,0.14,3.25,1.39,136.68,1188.60,124.64,1382.18
02/09/1980,0.10,0.86,0.31,1.05,1.14,0.25,0.16,3.63,1.55,153.42,1334.16,121.11,1320.41
03/09/1980,0.10,1.11,0.41,1.36,1.48,0.32,0.21,4.69,2.00,189.19,1645.24,126.99,1319.74
04/09/1980,0.10,1.34,0.49,1.64,1.78,0.39,0.25,5.65,2.41,239.35,2081.50,441.07,2778.64
05/09/1980,0.10,1.33,0.49,1.63,1.77,0.39,0.25,5.61,2.40,242.79,2111.34,504.98,3081.09
06/09/1980,0.10,1.19,0.43,1.45,1.58,0.35,0.22,5.01,2.14,215.99,1878.36,485.37,2978.07
07/09/1980,0.10,1.10,0.40,1.34,1.46,0.32,0.20,4.62,1.97,203.95,1773.60,398.13,2557.15
08/09/1980,0.10,1.04,0.38,1.28,1.39,0.30,0.19,4.40,1.88,207.23,1802.15,337.73,2255.39
09/09/1980,0.10,1.00,0.37,1.23,1.33,0.29,0.19,4.23,1.81,205.53,1787.33,302.23,2067.48
10/09/1980,0.10,0.98,0.36,1.20,1.31,0.29,0.18,4.15,1.77,200.12,1740.29,274.77,1925.14
11/09/1980,0.10,0.96,0.35,1.17,1.27,0.28,0.18,4.04,1.73,192.31,1672.36,252.34,1811.50
12/09/1980,0.10,0.93,0.34,1.14,1.24,0.27,0.17,3.92,1.68,184.26,1602.39,233.44,1718.61
13/09/1980,0.10,0.89,0.32,1.09,1.18,0.26,0.17,3.75,1.60,173.62,1509.82,217.48,1634.11
14/09/1980,0.10,0.86,0.31,1.05,1.14,0.25,0.16,3.61,1.54,164.97,1434.65,203.00,1557.49
15/09/1980,0.10,0.86,0.31,1.05,1.14,0.25,0.16,3.63,1.55,162.68,1414.75,191.33,1514.12
16/09/1980,0.10,0.89,0.32,1.09,1.18,0.26,0.16,3.74,1.60,164.48,1430.35,229.27,1716.63
17/09/1980,0.10,0.88,0.32,1.08,1.17,0.26,0.16,3.71,1.58,161.44,1403.96,261.72,1885.76
18/09/1980,0.10,0.84,0.31,1.03,1.12,0.24,0.16,3.54,1.51,152.58,1326.88,254.19,1842.11
19/09/1980,0.10,0.83,0.30,1.02,1.10,0.24,0.15,3.50,1.49,153.24,1332.66,241.49,1801.14
20/09/1980,0.10,0.83,0.30,1.02,1.10,0.24,0.15,3.50,1.50,160.81,1398.48,225.57,1891.85
21/09/1980,0.10,0.85,0.31,1.04,1.13,0.25,0.16,3.58,1.53,166.81,1450.67,214.83,2044.29
22/09/1980,0.10,0.86,0.31,1.05,1.14,0.25,0.16,3.61,1.54,167.84,1459.55,243.42,2417.35
23/09/1980,0.10,0.82,0.30,1.01,1.10,0.24,0.15,3.47,1.48,161.30,1402.72,261.20,2618.39
24/09/1980,0.10,0.80,0.29,0.97,1.06,0.23,0.15,3.35,1.43,154.89,1347.00,239.61,2340.89
25/09/1980,0.10,0.78,0.28,0.95,1.03,0.23,0.14,3.27,1.40,149.93,1303.86,222.38,2104.66
26/09/1980,0.10,0.76,0.28,0.93,1.01,0.22,0.14,3.22,1.37,147.92,1286.35,208.16,1931.74
27/09/1980,0.10,0.76,0.28,0.93,1.01,0.22,0.14,3.21,1.37,145.78,1267.74,196.98,1805.89
28/09/1980,0.10,0.74,0.27,0.91,0.99,0.22,0.14,3.13,1.34,139.79,1215.65,187.43,1745.32
29/09/1980,0.10,0.71,0.26,0.87,0.94,0.21,0.13,2.99,1.28,133.99,1165.19,185.58,1717.20
30/09/1980,0.10,0.69,0.25,0.84,0.91,0.20,0.13,2.89,1.24,129.40,1125.27,184.42,1688.31
01/10/1980,0.10,0.72,0.26,0.88,0.96,0.21,0.13,3.03,1.30,131.07,1139.85,176.47,1642.83
02/10/1980,0.10,0.87,0.32,1.06,1.15,0.25,0.16,3.65,1.56,148.19,1288.74,174.83,1668.19
03/10/1980,0.10,1.01,0.37,1.24,1.34,0.29,0.19,4.26,1.82,176.88,1538.19,206.81,1850.96
04/10/1980,0.10,1.17,0.43,1.44,1.56,0.34,0.22,4.95,2.11,215.53,1874.33,244.14,2058.16
05/10/1980,0.10,1.29,0.47,1.58,1.72,0.38,0.24,5.44,2.32,234.16,2036.36,276.55,2248.63
06/10/1980,0.10,1.26,0.46,1.54,1.68,0.37,0.23,5.31,2.27,223.13,1940.45,283.92,2284.92
07/10/1980,0.10,1.19,0.43,1.45,1.58,0.35,0.22,5.00,2.13,205.21,1784.53,260.54,2128.37
08/10/1980,0.10,1.19,0.43,1.45,1.58,0.35,0.22,5.00,2.14,199.94,1738.77,239.78,1986.61
09/10/1980,0.10,1.32,0.48,1.61,1.75,0.38,0.24,5.56,2.38,214.94,1869.22,226.42,1896.81
10/10/1980,0.10,1.36,0.49,1.66,1.80,0.39,0.25,5.71,2.44,218.69,1901.79,225.76,1885.73
11/10/1980,0.10,1.32,0.48,1.62,1.76,0.38,0.25,5.57,2.38,226.46,1969.34,223.26,1868.43
12/10/1980,0.10,1.25,0.46,1.53,1.66,0.36,0.23,5.27,2.25,225.81,1963.68,219.14,1911.43
13/10/1980,0.10,1.16,0.42,1.42,1.54,0.34,0.22,4.90,2.09,222.08,1931.29,313.75,2404.17
14/10/1980,0.10,1.09,0.40,1.33,1.44,0.32,0.20,4.57,1.95,214.75,1867.50,378.16,2724.24
15/10/1980,0.10,1.02,0.37,1.25,1.36,0.30,0.19,4.32,1.84,202.35,1759.66,367.27,2685.52
16/10/1980,0.10,0.98,0.36,1.20,1.30,0.28,0.18,4.12,1.76,192.32,1672.48,372.77,2682.73
17/10/1980,0.10,0.94,0.34,1.15,1.25,0.27,0.18,3.98,1.70,187.98,1634.77,420.17,2860.39
18/10/1980,0.10,0.92,0.34,1.13,1.23,0.27,0.17,3.90,1.67,183.08,1592.13,420.15,2810.95
19/10/1980,0.10,0.90,0.33,1.10,1.19,0.26,0.17,3.78,1.62,174.03,1513.42,368.32,2527.68
20/10/1980,0.10,0.86,0.32,1.06,1.15,0.25,0.16,3.64,1.55,167.17,1453.74,329.45,2321.27
21/10/1980,0.10,0.84,0.31,1.03,1.12,0.24,0.16,3.54,1.51,161.91,1408.02,299.93,2157.06
22/10/1980,0.10,0.89,0.32,1.08,1.18,0.26,0.16,3.73,1.60,175.29,1524.35,277.42,2047.43
23/10/1980,0.10,1.06,0.39,1.29,1.40,0.31,0.20,4.45,1.90,210.51,1830.67,280.52,2241.06
24/10/1980,0.10,1.22,0.45,1.49,1.62,0.36,0.23,5.14,2.20,224.34,1950.91,289.71,2399.86
25/10/1980,0.10,1.22,0.44,1.49,1.61,0.35,0.23,5.12,2.19,210.92,1834.23,278.61,2369.72
26/10/1980,0.10,1.12,0.41,1.37,1.49,0.33,0.21,4.74,2.02,195.05,1696.19,261.13,2266.60
27/10/1980,0.10,1.04,0.38,1.27,1.38,0.30,0.19,4.37,1.87,183.04,1591.74,244.82,2129.85
28/10/1980,0.10,1.01,0.37,1.23,1.34,0.29,0.19,4.25,1.81,196.21,1706.32,231.03,2006.62
29/10/1980,0.10,1.00,0.37,1.23,1.33,0.29,0.19,4.23,1.81,202.91,1764.61,226.81,1970.37
30/10/1980,0.10,1.07,0.39,1.31,1.42,0.31,0.20,4.52,1.93,217.82,1894.26,221.71,1988.41
31/10/1980,0.10,1.26,0.46,1.54,1.67,0.37,0.23,5.30,2.27,247.36,2151.12,220.49,2217.91
01/11/1980,0.10,1.26,0.46,1.54,1.67,0.37,0.23,5.31,2.27,239.52,2082.98,223.96,2314.49
02/11/1980,0.10,1.15,0.42,1.40,1.52,0.33,0.21,4.83,2.06,216.12,1879.44,215.96,2323.75
03/11/1980,0.10,1.07,0.39,1.30,1.42,0.31,0.20,4.49,1.92,200.62,1744.63,204.17,2263.28
04/11/1980,0.10,1.08,0.39,1.32,1.43,0.31,0.20,4.54,1.94,201.99,1756.58,195.06,2118.40
05/11/1980,0.10,1.08,0.40,1.33,1.44,0.32,0.20,4.57,1.95,201.27,1750.30,192.33,2014.61
06/11/1980,0.10,1.04,0.38,1.28,1.39,0.30,0.19,4.40,1.88,192.12,1670.70,197.86,1985.33
07/11/1980,0.10,1.01,0.37,1.23,1.34,0.29,0.19,4.24,1.81,184.70,1606.24,198.64,1949.46
08/11/1980,0.10,0.97,0.35,1.18,1.29,0.28,0.18,4.08,1.74,181.07,1574.68,192.20,1957.41
09/11/1980,0.10,0.94,0.34,1.15,1.25,0.27,0.17,3.96,1.69,182.34,1585.70,191.52,2238.11
10/11/1980,0.10,0.90,0.33,1.10,1.20,0.26,0.17,3.80,1.62,181.68,1579.93,210.15,2539.28
11/11/1980,0.10,0.86,0.32,1.06,1.15,0.25,0.16,3.64,1.56,174.54,1517.89,220.09,2666.15
12/11/1980,0.10,0.83,0.30,1.02,1.10,0.24,0.15,3.50,1.50,165.71,1441.10,208.65,2585.29
13/11/1980,0.10,0.80,0.29,0.98,1.06,0.23,0.15,3.37,1.44,158.20,1375.75,198.04,2413.15
14/11/1980,0.10,0.77,0.28,0.94,1.02,0.22,0.14,3.25,1.39,151.73,1319.51,188.95,2230.87
15/11/1980,0.10,0.74,0.27,0.91,0.99,0.22,0.14,3.14,1.34,146.15,1271.00,180.98,2076.16
16/11/1980,0.10,0.72,0.26,0.89,0.96,0.21,0.13,3.05,1.30,141.99,1234.81,173.97,1938.23
17/11/1980,0.10,0.71,0.26,0.87,0.94,0.21,0.13,3.00,1.28,141.50,1230.51,181.48,1918.28
18/11/1980,0.10,0.73,0.26,0.89,0.96,0.21,0.13,3.06,1.31,146.94,1277.86,202.65,2010.63
19/11/1980,0.10,0.78,0.28,0.95,1.03,0.23,0.14,3.27,1.40,156.97,1365.10,225.63,2122.66
20/11/1980,0.10,0.88,0.32,1.08,1.17,0.26,0.16,3.73,1.59,174.61,1518.43,245.53,2234.31
21/11/1980,0.10,1.03,0.37,1.25,1.36,0.30,0.19,4.32,1.85,191.46,1665.00,256.00,2347.93
22/11/1980,0.10,1.09,0.40,1.33,1.44,0.32,0.20,4.58,1.96,223.88,1946.91,260.20,2558.13
23/11/1980,0.10,1.12,0.41,1.37,1.49,0.33,0.21,4.71,2.01,226.48,1969.51,261.02,2706.92
24/11/1980,0.10,1.13,0.41,1.39,1.51,0.33,0.21,4.78,2.04,218.31,1898.45,258.18,2981.10
25/11/1980,0.10,1.11,0.41,1.36,1.48,0.32,0.21,4.69,2.00,213.31,1855.02,256.59,3079.41
26/11/1980,0.10,1.06,0.39,1.29,1.40,0.31,0.20,4.45,1.90,212.16,1844.98,317.80,3469.09
27/11/1980,0.10,0.99,0.36,1.22,1.32,0.29,0.18,4.19,1.79,206.46,1795.46,357.48,3591.66
28/11/1980,0.10,0.94,0.34,1.15,1.25,0.27,0.17,3.96,1.69,193.94,1686.58,331.16,3270.84
29/11/1980,0.10,0.95,0.35,1.16,1.26,0.28,0.18,3.99,1.70,191.14,1662.25,304.98,3067.11
30/11/1980,0.10,1.01,0.37,1.23,1.34,0.29,0.19,4.25,1.82,197.93,1721.27,289.25,3203.05
01/12/1980,0.10,0.99,0.36,1.21,1.31,0.29,0.18,4.17,1.78,195.01,1695.87,299.14,3312.00
02/12/1980,0.10,0.93,0.34,1.14,1.24,0.27,0.17,3.92,1.67,194.31,1689.79,378.08,3633.85
03/12/1980,0.10,0.99,0.36,1.21,1.31,0.29,0.18,4.17,1.78,207.43,1803.85,404.02,3721.34
04/12/1980,0.10,1.02,0.37,1.25,1.36,0.30,0.19,4.32,1.84,216.83,1885.65,363.03,3437.56
05/12/1980,0.10,0.99,0.36,1.21,1.32,0.29,0.18,4.19,1.79,213.68,1858.20,333.11,3204.81
06/12/1980,0.10,1.01,0.37,1.23,1.34,0.29,0.19,4.25,1.81,216.35,1881.42,307.28,3027.53
07/12/1980,0.10,1.09,0.40,1.33,1.45,0.32,0.20,4.59,1.96,225.52,1961.19,290.53,2912.67
08/12/1980,0.10,1.17,0.43,1.43,1.56,0.34,0.22,4.94,2.11,227.43,1977.77,279.49,2905.35
09/12/1980,0.10,1.28,0.47,1.56,1.70,0.37,0.24,5.39,2.30,250.96,2182.46,302.08,3017.06
10/12/1980,0.10,1.33,0.48,1.62,1.76,0.39,0.25,5.58,2.39,254.78,2215.64,322.09,3029.76
11/12/1980,0.10,1.37,0.50,1.68,1.82,0.40,0.25,5.78,2.47,261.39,2273.11,303.25,2989.62
12/12/1980,0.10,1.43,0.52,1.74,1.89,0.41,0.26,6.01,2.57,259.31,2255.04,289.32,3037.95
13/12/1980,0.10,1.77,0.65,2.16,2.35,0.51,0.33,7.45,3.18,282.54,2457.02,280.36,3084.95
14/12/1980,0.10,1.96,0.72,2.40,2.60,0.57,0.36,8.26,3.53,296.45,2578.00,283.14,3234.46
15/12/1980,0.10,1.82,0.66,2.22,2.42,0.53,0.34,7.66,3.27,275.39,2394.91,279.19,3218.61
16/12/1980,0.10,1.63,0.59,1.99,2.16,0.47,0.30,6.87,2.93,254.16,2210.23,275.39,3148.34
17/12/1980,0.10,1.47,0.54,1.80,1.95,0.43,0.27,6.20,2.65,236.43,2056.09,270.92,3063.20
18/12/1980,0.10,1.39,0.51,1.70,1.84,0.40,0.26,5.85,2.50,227.39,1977.46,255.51,2948.33
19/12/1980,0.10,1.39,0.51,1.70,1.85,0.40,0.26,5.86,2.50,229.10,1992.29,242.89,2915.97
20/12/1980,0.10,1.37,0.50,1.67,1.81,0.40,0.25,5.76,2.46,242.09,2105.31,275.68,3174.53
21/12/1980,0.10,1.44,0.53,1.76,1.91,0.42,0.27,6.06,2.59,258.52,2248.17,311.98,3424.97
22/12/1980,0.10,1.49,0.54,1.82,1.98,0.43,0.28,6.29,2.69,257.59,2240.06,304.43,3353.58
23/12/1980,0.10,1.42,0.52,1.74,1.89,0.41,0.26,6.00,2.56,246.00,2139.29,286.71,3190.56
24/12/1980,0.10,1.49,0.54,1.82,1.97,0.43,0.28,6.26,2.67,250.14,2175.27,269.33,3000.68
25/12/1980,0.10,1.79,0.65,2.18,2.37,0.52,0.33,7.53,3.22,279.79,2433.16,267.31,2920.32
26/12/1980,0.10,1.80,0.66,2.20,2.39,0.52,0.33,7.59,3.24,283.28,2463.46,279.69,2954.97
27/12/1980,0.10,1.62,0.59,1.98,2.15,0.47,0.30,6.83,2.92,265.13,2305.69,277.92,2935.58
28/12/1980,0.10,1.50,0.55,1.84,2.00,0.44,0.28,6.34,2.71,264.08,2296.52,282.01,2992.03
29/12/1980,0.10,1.42,0.52,1.74,1.89,0.41,0.26,5.99,2.56,265.49,2308.75,371.80,3481.82
30/12/1980,0.10,1.38,0.50,1.68,1.83,0.40,0.26,5.80,2.48,256.04,2226.64,418.15,3682.70
31/12/1980,0.10,1.36,0.50,1.66,1.80,0.39,0.25,5.72,2.44,243.88,2120.86,377.56,3418.52
01/01/1981,0.10,1.45,0.53,1.78,1.93,0.42,0.27,6.12,2.61,254.57,2213.86,361.76,3268.52
02/01/1981,0.10,1.68,0.61,2.05,2.23,0.49,0.31,7.06,3.02,301.80,2624.57,362.09,3346.07
03/01/1981,0.10,2.03,0.74,2.49,2.70,0.59,0.38,8.57,3.66,401.13,3488.31,401.15,3988.98
04/01/1981,0.10,2.72,0.99,3.33,3.62,0.79,0.51,11.48,4.90,482.99,4200.24,464.52,4572.49
05/01/1981,0.10,3.08,1.12,3.76,4.09,0.89,0.57,12.96,5.54,535.68,4658.43,500.59,4895.76
06/01/1981,0.10,3.12,1.14,3.82,4.15,0.91,0.58,13.16,5.62,531.81,4624.79,509.93,4884.47
07/01/1981,0.10,3.54,1.29,4.33,4.71,1.03,0.66,14.93,6.38,598.64,5205.98,518.40,4963.19
08/01/1981,0.10,3.61,1.32,4.41,4.79,1.05,0.67,15.21,6.50,598.28,5202.80,506.12,4887.59
09/01/1981,0.10,3.39,1.24,4.15,4.51,0.99,0.63,14.29,6.11,551.82,4798.84,483.01,4718.57
10/01/1981,0.10,3.25,1.18,3.97,4.31,0.94,0.60,13.68,5.84,541.73,4711.04,463.29,4669.31
11/01/1981,0.10,3.16,1.15,3.87,4.20,0.92,0.59,13.33,5.69,535.13,4653.68,451.34,4561.77
12/01/1981,0.10,4.14,1.51,5.06,5.50,1.21,0.77,17.46,7.46,716.75,6233.10,486.04,4723.52
13/01/1981,0.10,4.39,1.60,5.37,5.83,1.28,0.81,18.50,7.90,775.36,6742.80,544.37,5023.55
14/01/1981,0.10,4.96,1.81,6.06,6.58,1.44,0.92,20.88,8.92,875.36,7612.38,591.14,5353.93
15/01/1981,0.10,5.03,1.84,6.16,6.69,1.46,0.93,21.22,9.06,914.68,7954.36,577.27,5319.00
16/01/1981,0.10,4.63,1.69,5.66,6.15,1.35,0.86,19.52,8.34,827.16,7193.25,543.92,5107.94
17/01/1981,0.10,4.10,1.50,5.01,5.44,1.19,0.76,17.27,7.38,726.65,6319.19,525.99,5005.36
18/01/1981,0.10,3.72,1.36,4.55,4.94,1.08,0.69,15.67,6.70,657.04,5713.86,523.58,4989.21
19/01/1981,0.10,3.43,1.25,4.19,4.56,1.00,0.64,14.45,6.17,608.64,5292.89,532.15,5069.35
20/01/1981,0.10,3.89,1.42,4.76,5.17,1.13,0.72,16.40,7.00,820.09,7131.74,523.13,5000.11
21/01/1981,0.10,4.34,1.59,5.31,5.77,1.26,0.81,18.31,7.82,845.83,7355.56,551.72,5122.36
22/01/1981,0.10,4.00,1.46,4.89,5.31,1.16,0.74,16.85,7.20,743.95,6469.65,573.55,5267.46
23/01/1981,0.10,3.70,1.35,4.52,4.92,1.08,0.69,15.60,6.66,675.98,5878.53,562.54,5281.14
24/01/1981,0.10,3.42,1.25,4.18,4.54,0.99,0.63,14.40,6.15,619.92,5391.06,548.69,5162.62
25/01/1981,0.10,3.29,1.20,4.03,4.37,0.96,0.61,13.88,5.93,583.08,5070.61,534.24,5038.92
26/01/1981,0.10,3.39,1.24,4.14,4.50,0.99,0.63,14.27,6.09,619.88,5390.64,517.93,4920.10
27/01/1981,0.10,3.60,1.31,4.40,4.78,1.05,0.67,15.17,6.48,670.20,5828.25,550.61,5083.13
28/01/1981,0.10,3.67,1.34,4.49,4.87,1.07,0.68,15.46,6.60,664.67,5780.15,589.28,5343.69
29/01/1981,0.10,3.79,1.38,4.63,5.03,1.10,0.70,15.97,6.82,653.81,5685.73,599.79,5462.87
30/01/1981,0.10,3.88,1.42,4.75,5.16,1.13,0.72,16.36,6.99,638.58,5553.31,600.56,5407.68
31/01/1981,0.10,3.68,1.34,4.50,4.89,1.07,0.68,15.53,6.63,603.40,5247.34,616.10,5391.65
01/02/1981,0.10,3.61,1.32,4.41,4.79,1.05,0.67,15.21,6.49,587.17,5106.25,619.78,5419.92
02/02/1981,0.10,3.80,1.39,4.65,5.05,1.11,0.71,16.03,6.85,628.74,5467.74,615.80,5381.38
03/02/1981,0.10,3.99,1.46,4.88,5.30,1.16,0.74,16.81,7.18,668.41,5812.66,608.41,5332.93
04/02/1981,0.10,4.20,1.53,5.14,5.58,1.22,0.78,17.71,7.57,709.45,6169.64,611.54,5296.89
05/02/1981,0.10,4.43,1.62,5.42,5.89,1.29,0.82,18.67,7.98,781.68,6797.74,613.69,5271.63
06/02/1981,0.10,4.56,1.66,5.57,6.05,1.33,0.85,19.20,8.20,795.60,6918.81,615.51,5279.25
07/02/1981,0.10,4.71,1.72,5.76,6.26,1.37,0.87,19.86,8.48,812.08,7062.14,626.53,5303.05
08/02/1981,0.10,4.93,1.80,6.03,6.55,1.44,0.91,20.79,8.88,874.95,7608.80,639.92,5327.83
09/02/1981,0.10,5.06,1.85,6.19,6.72,1.47,0.94,21.33,9.11,941.68,8189.15,658.39,5335.32
10/02/1981,0.10,4.77,1.74,5.83,6.33,1.39,0.88,20.09,8.58,930.92,8095.57,668.62,5350.03
11/02/1981,0.10,4.46,1.63,5.45,5.92,1.30,0.83,18.80,8.03,843.52,7335.54,666.37,5330.35
12/02/1981,0.10,4.34,1.59,5.31,5.77,1.26,0.81,18.31,7.82,801.92,6973.79,663.36,5316.08
13/02/1981,0.10,4.53,1.66,5.54,6.02,1.32,0.84,19.11,8.16,804.01,6991.95,669.82,5333.69
14/02/1981,0.10,4.82,1.76,5.89,6.40,1.40,0.89,20.30,8.67,890.96,7748.08,675.60,5445.97
15/02/1981,0.10,5.71,2.08,6.98,7.58,1.66,1.06,24.06,10.28,992.74,8633.15,688.00,5488.43
16/02/1981,0.10,5.47,2.00,6.69,7.27,1.59,1.02,23.07,9.85,985.45,8569.82,696.53,5531.34
17/02/1981,0.10,5.18,1.89,6.33,6.88,1.51,0.96,21.83,9.32,933.73,8120.04,694.82,5483.34
18/02/1981,0.10,4.84,1.77,5.92,6.43,1.41,0.90,20.41,8.72,882.85,7677.57,700.24,5530.32
19/02/1981,0.10,4.76,1.74,5.82,6.32,1.38,0.88,20.05,8.57,901.08,7836.04,700.81,5550.86
20/02/1981,0.10,4.87,1.78,5.95,6.47,1.42,0.90,20.52,8.76,947.26,8237.69,711.93,5554.83
21/02/1981,0.10,4.87,1.78,5.96,6.47,1.42,0.90,20.53,8.77,927.69,8067.46,722.45,5514.88
22/02/1981,0.10,4.85,1.77,5.93,6.44,1.41,0.90,20.43,8.73,885.58,7701.27,726.86,5542.53
23/02/1981,0.10,4.98,1.82,6.08,6.61,1.45,0.92,20.97,8.96,878.59,7640.49,731.83,5538.62
24/02/1981,0.10,5.30,1.93,6.48,7.04,1.54,0.98,22.34,9.54,897.81,7807.64,734.08,5534.82
25/02/1981,0.10,5.08,1.85,6.21,6.75,1.48,0.94,21.42,9.15,868.50,7552.75,754.07,5517.04
26/02/1981,0.10,4.86,1.77,5.94,6.45,1.41,0.90,20.46,8.74,823.32,7159.83,751.00,5489.90
27/02/1981,0.10,4.51,1.65,5.51,5.99,1.31,0.84,19.01,8.12,770.59,6701.27,743.03,5441.49
28/02/1981,0.10,4.89,1.79,5.98,6.50,1.42,0.91,20.62,8.81,819.03,7122.53,735.68,5395.62
01/03/1981,0.10,4.86,1.77,5.94,6.45,1.41,0.90,20.48,8.75,828.62,7205.95,728.65,5367.17
02/03/1981,0.10,4.44,1.62,5.43,5.90,1.29,0.82,18.70,7.99,781.15,6793.13,722.23,5353.19
03/03/1981,0.10,4.31,1.57,5.27,5.73,1.25,0.80,18.18,7.76,795.91,6921.48,720.12,5356.93
04/03/1981,0.10,4.34,1.58,5.30,5.76,1.26,0.80,18.28,7.81,828.40,7204.03,740.61,5420.02
05/03/1981,0.10,4.15,1.51,5.07,5.51,1.21,0.77,17.48,7.47,787.46,6847.99,744.34,5415.14
06/03/1981,0.10,4.09,1.49,5.00,5.43,1.19,0.76,17.23,7.36,758.35,6594.88,737.94,5389.34
07/03/1981,0.10,4.20,1.53,5.13,5.58,1.22,0.78,17.70,7.56,797.98,6939.50,731.44,5360.66
08/03/1981,0.10,4.35,1.59,5.32,5.78,1.27,0.81,18.35,7.84,856.14,7445.26,730.06,5424.09
09/03/1981,0.10,4.34,1.58,5.31,5.77,1.26,0.80,18.29,7.81,921.00,8009.34,728.10,5476.21
10/03/1981,0.10,4.24,1.55,5.19,5.64,1.23,0.79,17.88,7.64,878.26,7637.66,724.17,5460.73
11/03/1981,0.10,4.02,1.47,4.91,5.34,1.17,0.75,16.93,7.23,810.82,7051.11,718.48,5468.79
12/03/1981,0.10,3.83,1.40,4.68,5.09,1.11,0.71,16.14,6.90,770.78,6702.98,711.87,5485.15
13/03/1981,0.10,3.64,1.33,4.45,4.83,1.06,0.67,15.33,6.55,725.61,6310.10,708.36,5513.25
14/03/1981,0.10,3.43,1.25,4.19,4.55,1.00,0.64,14.44,6.17,693.65,6032.23,703.65,5494.72
15/03/1981,0.10,3.27,1.19,4.00,4.35,0.95,0.61,13.79,5.89,663.09,5766.40,695.30,5442.02
16/03/1981,0.10,3.20,1.17,3.92,4.26,0.93,0.59,13.50,5.77,644.97,5608.90,687.53,5415.67
17/03/1981,0.10,3.24,1.18,3.96,4.30,0.94,0.60,13.65,5.83,643.73,5598.05,688.79,5475.73
18/03/1981,0.10,3.19,1.16,3.90,4.24,0.93,0.59,13.44,5.74,626.29,5446.40,695.57,5521.54
19/03/1981,0.10,3.49,1.27,4.26,4.63,1.01,0.65,14.70,6.28,666.82,5798.88,694.17,5485.55
20/03/1981,0.10,3.63,1.32,4.44,4.82,1.06,0.67,15.30,6.53,719.41,6256.21,692.32,5536.93
21/03/1981,0.10,3.37,1.23,4.12,4.48,0.98,0.63,14.22,6.07,676.81,5885.79,705.93,5620.69
22/03/1981,0.10,3.14,1.15,3.84,4.17,0.91,0.58,13.24,5.65,625.90,5443.05,712.51,5594.23
23/03/1981,0.10,3.20,1.17,3.92,4.26,0.93,0.59,13.50,5.77,632.19,5497.68,714.63,5581.09
24/03/1981,0.10,3.39,1.24,4.15,4.51,0.99,0.63,14.30,6.11,649.45,5647.85,718.37,5582.91
25/03/1981,0.10,3.34,1.22,4.08,4.44,0.97,0.62,14.08,6.01,623.93,5425.88,719.16,5568.18
26/03/1981,0.10,3.11,1.13,3.80,4.13,0.90,0.58,13.10,5.60,579.17,5036.66,714.34,5523.72
27/03/1981,0.10,2.89,1.06,3.53,3.84,0.84,0.54,12.18,5.20,539.92,4695.32,708.86,5499.08
28/03/1981,0.10,2.72,0.99,3.33,3.62,0.79,0.50,11.47,4.90,508.90,4425.58,701.41,5459.85
29/03/1981,0.10,2.68,0.98,3.28,3.56,0.78,0.50,11.30,4.83,496.51,4317.78,692.19,5419.15
30/03/1981,0.10,2.63,0.96,3.22,3.50,0.77,0.49,11.09,4.74,490.60,4266.43,694.51,5408.26
31/03/1981,0.10,2.49,0.91,3.05,3.31,0.73,0.46,10.51,4.49,473.67,4119.19,694.04,5365.07
